,Time (min),nonCore12AvgTot93,nonCore12AvgTot93.1,nonCore34AvgTot93,nonCore12AvgTot93.2,nonCore34AvgTot93.1,nonCore12AvgTot93.3,nonCore34AvgTot93.2,nonCore12AvgTot93.4,nonCore34AvgTot93.3,nonCore12AvgTot93.5,nonCore34AvgTot93.4,nonCore34AvgTot93.5,nonCore12AvgTot93.6,nonCore12AvgTot93.7
0,3.5,0.03886524579156391,0.004917564067844801,0.004824069034453306,-0.03922204696626996,-0.020576309813224038,0.019238782490502832,-0.01043192439769369,0.028359665754925982,0.0021208306024121312,-0.0012977847407639432,-0.007342802636394947,-0.0028957772360403795,-0.0024608250535777558,-0.011081337884283586
1,4.0,-0.000358558803255233,0.005949244779763298,-0.007786553682771791,-0.001098688489644826,-0.029943087945624152,-0.006318557621562563,0.013170596241931369,0.02147738833930995,0.00765485165531484,-0.01874845027861928,-0.020749900987567734,0.026227630986640365,0.023741112148846572,-0.023053647586915152
2,4.5,0.005712623879950086,-0.012325169657060191,0.006664290936915972,-0.008181881540973143,-0.03036923691742218,0.007124507693332083,0.0002814817936282099,0.02019031275926622,-0.0056456716481578925,-0.009668717069032398,-0.03525461653981945,0.006716201846728499,0.03093587868093241,-0.0018823402538304087
3,5.0,0.017336229699816894,0.0007425080337365124,0.001249380546285833,-0.022087156732928007,-0.022438545173851188,0.028668598869552708,0.017755618670251414,0.02233579029498488,-0.027962349566728797,-0.009048928199237326,-0.007964039396362447,0.027142916449496554,0.0673528575601862,0.005925542794579542
4,5.5,0.057249571422751236,0.054715837386983546,0.010544194548495976,-0.00437260362923837,0.009999864573477284,0.09408841860774592,0.06449857390489956,0.015701819867331924,0.04349337948919526,0.008524940787446348,0.0018263717908540385,0.06902968538284864,0.1609388443665945,0.02476290269192051
5,6.0,0.19374592516171174,0.12117443602340768,0.06725791524344626,0.0014337466145211632,-0.005973601793721817,0.19602151276740684,0.12956716841968513,0.07841436915028556,0.061581319263471816,0.0689310648577582,0.07097170707609216,0.14129942214681857,0.2850802287705652,0.05957903072740038
6,6.5,0.230546586891788,0.13488602071836103,0.14139087711693968,0.051711990653271735,0.05479147702210204,0.2708527569382818,0.22997898049901894,0.133495680005288,0.13106077043930595,0.06731471322756338,0.14667031576347783,0.1986396735258771,0.35838681699466474,0.1489927747909824
7,7.0,0.41587326650333567,0.13149891505874103,0.2550779255839851,0.11177948282119961,0.12565751333739228,0.28827491207146877,0.26638010423674985,0.17204794251306535,0.16978671452994595,0.21414442862646424,0.1972408331474779,0.2603097025201582,0.3064162054718529,0.18431625554327594
8,7.5,0.4154760545508155,0.2052778668683178,0.33648306561568425,0.1469668683385745,0.1438992620521541,0.3262428450046559,0.31145285563307507,0.2345572004707676,0.22882254937943802,0.23694380326628428,0.28591300734210806,0.30454890499662857,0.47213810314009785,0.2659639854252032
9,8.0,0.514548659127347,0.2695899268810434,0.36366826196208035,0.2753831367010475,0.2998552348987954,0.44545312398858833,0.39847067580960316,0.23210428009148204,0.26739207533425235,0.3296393608992009,0.45368275165118216,0.4227322658914036,0.45579143098264313,0.24449195527805492
10,8.5,0.5044207142546975,0.32499021185664584,0.3870040263692307,0.28197040532421946,0.2927908615330513,0.40116808107969154,0.4712503815160365,0.33521010102104465,0.3488874043688699,0.2990197320474339,0.5068492864100004,0.4578235276483789,0.49317298552805555,0.31426050792351906
11,9.0,0.4707843539168921,0.4092170529135729,0.36414976921316095,0.3938844876647993,0.3347690186704505,0.46031455089510237,0.49120710756585506,0.33069276421048716,0.437394073384821,0.39184329434417753,0.532308247695719,0.4954445644409706,0.6688757106458877,0.43232024163319455
12,9.5,0.7766609250183083,0.48402883775932953,0.39273520321918537,0.48169842402248336,0.3367478582407494,0.4634753331711427,0.5235256741441132,0.34816199122606184,0.4343016901084279,0.46338275380561095,0.7254651650444898,0.5021316854887038,0.6948309946304028,0.4420406007135274
13,10.0,0.77627551255896,0.5191841756522744,0.44370638119370653,0.45240621486877564,0.35296087029085976,0.5571202303807037,0.5218228670331773,0.37707592171843873,0.5676834443939336,0.5073889654735946,0.8086604173744312,0.5363234490698484,0.6834431352309562,0.46414890713982065
14,10.5,0.7351998978150757,0.477743213386909,0.5075962722912706,0.5302777400415813,0.3937484450093101,0.5344386353895009,0.5972656272878172,0.3786611599178474,0.6676069142145619,0.5885920090686334,0.6017513796334136,0.5736790467350503,0.7108213548230213,0.4319358140885941
15,11.0,0.7802188737926278,0.5467869538023313,0.5261155769200848,0.546567639722203,0.41534476628958955,0.669592280546788,0.7050497646160977,0.618583112113393,0.619088630491279,0.6273405367937416,0.8164779805328994,0.7068506225639913,0.8487361325272034,0.5104959638053435
16,11.5,0.7490506156386756,0.5498715884797256,0.549084667176319,0.5808055792117559,0.5008795725512344,0.7845011120378458,0.7286085140535216,0.6031341509286735,0.6208324552469119,0.6371437164333892,0.7556732165160065,0.6183621125549308,0.8403711545264061,0.543616755196822
17,12.0,0.8451551667208222,0.698090970423535,0.5619462979669763,0.5582465025545104,0.5023502830373057,0.8161637959458631,0.7916091909527688,0.5561407349884114,0.5970832515104384,0.8303198309059109,0.9344493041063142,0.7128927620324471,0.8994514440181339,0.5740016365877174
18,12.5,0.7918940730190961,0.7088123693247982,0.5642863423535551,0.7527762379017631,0.5636155787922541,0.8931448410463958,0.8064416219387553,0.649581631640038,0.9254317127912718,0.81004284510981,0.853496819238708,0.8453341333047696,0.9030607292072169,0.6285623707153817
19,13.0,0.8302666214993665,0.6484302182741281,0.6252885903565277,0.7528877770795122,0.5171033443018136,0.9221584942160851,0.840950706837018,0.7522114478493978,0.6952725203561279,0.9197177386959017,0.8506461481749279,0.7059578445482692,0.8452040549113621,0.6635854724519622
20,13.5,0.9325103051740463,0.8006363274120764,0.6942700514762106,0.6380045771882978,0.6964920055709733,0.7599659634200119,0.8241148892105855,0.7016873233174101,0.7581234548612951,0.8527886642896725,0.8795119771126543,0.8008628844936483,0.9232613629955664,0.6714521181532576
21,14.0,0.9437883585624982,0.9184932178298942,0.6808472031717142,0.7829381782785363,0.6489972412509453,0.7789678151719972,0.7473988228113454,0.7362520523763664,0.8741605806406433,0.8365298120932226,0.9519310608958248,0.8706153775568845,0.9391496266740014,0.6700194267125557
22,14.5,0.8019461897378435,0.7915044150045026,0.6431925916007012,0.8535733368184985,0.7120835271049634,0.7567199210392416,0.8745768132508013,0.7418448743703943,0.8431033312861171,0.7953129659366567,0.9867713620611993,0.9225107711478197,0.9807209294252065,0.7685748677526352
23,15.0,0.9554188957518529,0.9700076434276305,0.7002524514128143,0.8025193980111309,0.7142974344297054,0.8135266967238832,0.9857755715330437,0.7577118121039949,0.7476030339454363,0.9340184252194843,1.0401572624800928,0.8059035240858361,0.9683734878190301,0.7165724121336077
24,15.5,0.8157182105238093,0.9804088395375291,0.6884011686257641,0.8324032394210377,0.7804271321161937,0.6464075055177986,0.8945313371294737,0.8150502033329982,0.8548297625693291,0.8948602588883005,1.1100645531638031,0.8202278562725359,0.9751898059912522,0.7515549054626487
25,16.0,0.8993830518279353,0.8950640859490645,0.7162369461802586,0.6970990235925786,0.8069776652406854,0.7375804871514884,0.9534382321588262,0.7592173225199444,0.807291402593863,0.8505420645663001,0.8624876493052656,0.844505825515524,0.9472012417682766,0.7698368564952137
26,16.5,0.8955411642116967,0.9906062872667423,0.7776892379762046,0.7313140178536722,0.7576549592366107,0.7554635215822285,0.9159213882208509,0.8876183317842118,0.7806916080584806,0.8818381601514388,0.9395466251207241,0.8504160715336535,1.0037424346297532,0.7417549972659627
27,17.0,0.9139418732882821,0.7686837786115043,0.7315645259089545,0.7139924065578583,0.6528871769551337,0.7501240734100411,0.8846031137290787,0.8203853002183101,0.8906720953973626,0.8496433025257354,0.9185762177541527,0.8918700679444403,0.9366193358498691,0.7058109248522045
28,17.5,0.763306079806834,0.8989420958500551,0.6326084632726525,0.7354725848143366,0.7849142161077638,0.6875069575753044,0.8958574370078227,0.8191214953300894,0.7646825359323077,0.7947892239893962,0.9091544407249113,0.938226642741548,0.9612565131987875,0.7139244129207128
29,18.0,0.9581906783791821,0.9990753462835141,0.683009924972981,0.6973931657775475,0.6973031537505046,0.6650096625077123,0.9233073154482655,0.8170022452795105,0.5921794529806286,0.8459292338326495,0.9649280477373113,0.9421533783798431,0.9203054399379675,0.7128279419954797
30,18.5,0.8354604715540308,1.0697451651465848,0.7203352986444277,0.6318027930914806,0.8498411394034363,0.8266392256204499,0.9006961112136216,0.7781577798638196,0.7681681069573899,0.8984661951729971,0.9877286251302904,0.9404245163889767,0.9027164575962797,0.8081940279650994
31,19.0,0.7176308887081743,0.8162523584905846,0.626410681561326,0.7409362564346174,0.7257727742069597,0.74409514646419,0.8986978333580613,0.9179116870627416,0.736459476973085,0.8906270743830689,1.0743702551062198,0.9533854028142174,0.9020645988304409,0.6713743433911502
32,19.5,0.8054030752006252,0.6575146328037271,0.7322381585001432,0.7178075004558228,0.8217578613735738,0.8138742341868914,0.9841307496445852,0.7618101216795328,0.8388112274478678,0.7766311312363212,1.0784513444123613,0.8379697030939377,0.8147554091356422,0.6525039035189776
33,20.0,0.7038915581417782,0.5694923627621375,0.5893294385921912,0.7107653634417583,0.6840384642109414,0.833797755000229,0.9398192447053458,0.8521859936693081,0.9022072823689045,0.7532448382267205,1.157562233735781,0.8652996885239579,0.8045613626865266,0.7751374943924504
34,20.5,0.7568128876191146,0.633783445122676,0.5986358845408536,0.7171652753948569,0.7112814763963066,0.9095650585563506,0.8852430148694264,0.9152523866696204,0.9035084080874839,0.8025122716652775,0.9774757741009488,0.815947658745953,0.7170099110602401,0.7010923697041567
35,21.0,0.756923613954144,0.8052703546674739,0.6396145718321272,0.6876077445352419,0.695013438983672,1.027423205255673,0.820258199241447,0.8436954241951798,0.9194947327735721,0.8689349298199998,1.0903600513254874,0.8493089689746194,0.7103987926998415,0.6856157791085653
36,21.5,0.6328962988992517,0.8936372005576776,0.6617372737566611,0.7589687879391459,0.6933419823271613,0.9165008521715451,0.9197025274601155,0.7704988178813845,0.8021579806203537,0.8977478686612141,1.114061541145637,0.8342682148267319,0.6808800574664389,0.7506030771542606
37,22.0,0.6556139871094449,0.8093984442802497,0.5951708955560117,0.7241401096018326,0.7995536131521227,0.8883921023613436,0.8465955659961905,0.8802824530240914,0.8568987515997679,0.8879779730349475,1.0570872717697435,0.7854067783736034,0.7956036624083875,0.7603614453389341
38,22.5,0.8325225786151653,0.7245076854045351,0.683206929368081,0.7033608393852447,0.8336896282497587,0.8887413134882746,0.9142443904291144,0.9110291224628271,0.895481664373826,0.8931687409314416,1.0685570096149393,0.8603211822747043,0.8430029731333152,0.7968161871900489
39,23.0,0.8883351867854099,0.6586752775813728,0.7702260806789606,0.7345978298015617,0.754534516894826,0.9595835555495877,0.8288745877265501,0.7966681657748479,0.9085118093593981,0.8055917398595912,0.9995796164710803,0.7774724615216134,0.7836842967117625,0.7399868650327337
40,23.5,0.8779500841093754,0.7647841802886994,0.739033527229403,0.7387456222586141,0.7808488768890703,0.8962212468173317,0.918147960228627,0.8554620245065242,0.8124407144259592,0.8378104141166157,0.9974013400273116,0.9047477183738042,0.9574981789706815,0.7549747499102798
41,24.0,0.8687555742758468,0.768444432244702,0.7960868317548982,0.7721688681154454,0.757890008442717,0.8420648529543969,0.958601553431591,0.8309737763134366,0.8738652722247786,0.9269181001215564,1.0549842036025203,0.7976634600591552,0.9567708718833525,0.768931237484204
42,24.5,0.8858110405237531,0.7880189768820898,0.8556447077947613,0.8641574363745775,0.7865752371842606,0.904931394807999,0.874716856448531,0.9565908086195979,0.833736091787871,0.8367627033372439,1.018097541836903,0.7681374789942198,1.0159580497763259,0.8511284703456562
43,25.0,0.9093613189775364,0.8093131413532912,0.7462841361371857,0.6889480529313506,0.8815376562479379,0.9101438116216917,0.9562791833913041,0.9834844098964046,0.8073633818763307,0.9607461752164393,1.016367500972629,0.7368438676171796,1.0180279905536342,0.8946675301290016
44,25.5,0.8663281195602611,0.8140725675447527,0.7329555185580947,0.7413000883027899,0.7498968025886064,0.8459171248566466,0.9791072489163165,0.8307012531832961,0.6995455053017019,0.9938096825454305,1.0161808500872886,0.7896020437227398,0.903911639490676,0.823298286089213
45,26.0,0.7956514067121913,0.6646305966331746,0.7916082261031041,0.8081925893630845,0.8920246207316066,0.8397155437065041,1.014033363941908,1.0328863162989554,0.8186547942122954,0.7876700359397262,1.0194867300110744,0.7947316041841526,0.8239035141125901,0.6718385178329912
46,26.5,0.8459384186600474,0.8777498348705379,0.7837833462453098,0.7124529317746082,0.7814596713128761,0.861270886495048,1.0338054668896997,0.8389193773943988,0.7858928390077858,0.9158415927720579,0.9466614965165174,0.7862907763019744,0.982079603295444,0.7436664202074494
47,27.0,0.838343103810212,0.8308070182753694,0.8039662116041945,0.7872109234883676,0.6890244136855317,0.8897234003861578,1.00480218024717,0.84405980407474,0.8194745894193792,0.9460909915699235,0.8951511523626899,0.7989222426611479,0.9178739150261908,0.6617340468995477
48,27.5,0.6873828423134142,1.051442140028278,0.8448274353465304,0.7441008216210722,0.7825342035844958,0.9153861772229291,0.9710422612175175,0.91067747123373,0.838748073873724,0.9922293430902648,0.9479285827950347,0.8359478878076819,1.0193757085872108,0.8031988953599283
49,28.0,0.7101472982152832,0.7247876583568373,0.8787018222787971,0.6726416515974164,0.900997515281604,0.8620935838330307,0.9785986025827144,0.8269382210135552,0.9101010719712723,0.8959668604431004,1.019422489371843,0.7466510977508034,0.9395167812439486,0.7682725016479398
50,28.5,0.8296550075998077,0.698319445758437,0.8424990749713361,0.7599763422933048,0.7792393662929934,0.8398758063464459,0.8959088786059223,0.9511066708808743,0.8685522368982933,0.8790598483037306,0.9916197626777499,0.8032687601108461,0.9263267433696156,0.8347971388481269
51,29.0,0.8035510716327853,0.6298536811559663,0.7593781529334731,0.6918108605571778,0.8482102130490361,0.9216442616653691,0.9592191777350778,0.8660994705780735,0.7230679538339231,0.9226681167828454,0.9018417814925251,0.7935931463182856,0.9309118444871518,0.85757207637923
52,29.5,0.8210811343787374,0.870606317950679,0.7102038072522163,0.7214235396438782,0.8493819720627223,0.8370031217945028,0.9107208634489167,0.9700691762911894,0.8343895354612243,0.8970118267798279,1.0210725147987143,0.8617949016794677,0.9947487255351822,0.8840331634447465
53,30.0,0.8476306404640794,0.8594916437321476,0.7971356092028727,0.7327137622241786,0.6916265268683457,0.9112759921286415,0.9222604444814764,0.857704701271761,0.8001735746308185,0.8621253984909355,1.0914930484489695,0.7825500231247288,1.058755234076294,0.8084702967214239
54,30.5,0.8540895674553707,0.6617345802952536,0.7924890198279898,0.7333171243772575,0.7670521732635047,0.8355560224813898,0.9960846842652955,0.9503989652624817,0.8071689090210066,0.876092289556619,0.9345231459024056,0.792317355942033,1.0120602750945569,0.9222025313443059
55,31.0,0.9178095993239217,0.8045401476309783,0.7953324116117206,0.73305984788327,0.7879537579466979,0.8314171874794563,1.0140848887445615,0.8944176494771731,0.8473158837586056,0.8249203092273848,0.9090711164440185,0.7571589896931047,1.0549362202655972,0.8937645345901295
56,31.5,0.9896313981760131,0.7460138161984541,0.8293226998024331,0.8605623953397189,0.7952452675351034,0.8483945509635493,0.9429139978415357,0.8964561550952193,0.8157336629374679,0.8741185026790547,0.889642346776935,0.7535510210151267,1.001526753715512,0.8989990727920589
57,32.0,0.9133517459192549,0.6014742114470947,0.7628674472642241,0.7823988958552786,0.7430365932238894,0.8375202285601373,1.0900442319646666,0.891788055795665,0.8226838815844766,0.9430237937134284,0.9190406054257331,0.8780826303764568,0.9371149800707737,0.7712624603301683
58,32.5,0.9805492564815462,0.8437600341739061,0.8573370645984203,0.7599850299794358,0.715928185494047,0.8534069050869514,0.9806043883024279,0.904458056313094,0.8881462051125183,0.9568338716161868,0.9806025169922608,0.859169779459979,1.004171164690025,0.7885095845230946
59,33.0,1.031643339501912,0.8880397564421864,0.8997826869372176,0.7270803914866575,0.7750269822792003,0.8914726830674925,0.9991853410059548,0.9006370621060393,0.9270225518485683,0.9261358422022234,1.0154624353072865,0.8560856665601153,0.9385723110010687,0.8112890512812502
60,33.5,1.035480751252695,0.6458432231223391,0.9435284746251545,0.7795711387063968,0.85466139019142,0.7731719765344098,0.8813630096035919,0.8890715753370212,0.8438190323537816,1.0128390940564973,0.9242275304808867,0.8397038924558249,0.9689271324526204,0.9080150540581422
61,34.0,1.015512380040546,0.5916854409534822,0.8731468579499478,0.853355668739743,0.8271188478304301,0.7627509916841508,0.9287967762974498,0.9288492295185999,0.8499693462247968,1.0084441817694996,0.8613141740950124,0.9499446461994258,0.9334206125198232,0.9324264723140225
62,34.5,1.0282969243473712,0.7646855762647852,0.9201715186733005,0.8101817375629667,0.8656628447445736,0.8927173750355599,0.9793697402251679,0.9458156651836888,0.8262038497459099,0.8599429560506635,0.8766924311522224,0.9375823326160128,0.8869969361237217,1.0404741089154996
63,35.0,1.0494372790252438,0.7374951141053461,0.8272797510786323,0.8206377785652544,0.7298543387211471,0.8653717270442645,0.8295576626540383,0.9023627600046351,0.9278375449000068,0.9485565609849759,0.894951571709328,0.8863789742342438,0.9691826166624133,0.9367266620369915
64,35.5,0.9412018273901888,0.8168009150018569,0.7041770485813421,0.7939288950796474,0.7766332549092984,0.8800782292288519,0.9658431253829347,0.9028036040795989,0.9083454844205576,0.9015177990406311,0.932105365932504,0.8447958206113472,0.9581202673259114,0.9283159198285669
65,36.0,0.9300332865086512,0.8921728673196186,0.7815801443408067,0.8514218894137136,0.8866803440034509,0.9597367219465632,1.1416133784228866,0.872337556874308,0.898523794630463,0.9624893890970215,0.8395190050545405,0.9385919572706988,0.9310598647679534,0.8772408394036929
66,36.5,0.9807583426881974,0.7938937217382369,0.7539739213411932,0.877108791854647,0.9870312231407709,0.9110170502015678,0.9239867316282157,0.8585923252657623,0.8694578087101322,0.9551939527313191,0.846435441880735,0.8765148324812813,0.9074069885064602,0.8739078098435393
67,37.0,1.0098536310578388,0.6869722966783048,0.8103078446092828,0.8198361717073545,0.8099566602831538,0.8610810409309343,1.1144626552982022,0.8705946319201667,0.8600281288432652,0.947856040372879,0.9501660424387474,0.9097394205754216,0.9233933423532743,0.9804287911818115
68,37.5,0.907735743867859,0.6923676982777118,0.8755039428069838,0.7975600269306518,0.9251854327369552,0.8740929719903052,1.0268982591278735,0.8900125382863991,0.8126560161948742,1.0607940965293616,0.9190459194888728,0.8840845466661947,1.0842076647087227,1.054584365864645
69,38.0,0.9515234556706803,0.8016277974110321,0.7160164030088292,0.8305957956343442,0.8143279343315869,0.8895001323361004,1.0810916553886323,0.8411003682510958,0.8215798815666673,1.0745917280493482,0.9012855394592131,0.9020281742073726,0.9780866622641544,0.9431992058213481
70,38.5,0.9790509447883577,0.6510027436730039,0.735580192101313,0.8348910369859501,0.9313000489397097,0.9117575282326404,1.0460435798310026,0.9625356005704667,0.9578701810467263,0.9703277422799329,0.9235678037485816,0.8269066537634515,1.0222418387323582,0.9534594613875368
71,39.0,0.9969247708936307,0.7354527785558692,0.7524914711788807,0.8376791276509001,0.9961649243507933,0.8333411335172553,1.0452907422435522,0.9454176495326413,0.9216339716261117,1.0047379098771354,0.9214301448455599,0.8573421578064286,1.0198483883199763,0.9026881574378804
72,39.5,0.9240874830045611,0.7336775214967005,0.7324636499069582,0.7877363309298648,0.9927372136883575,0.8686743141879508,1.0604089709565703,0.915788633856539,0.9137621541238012,0.996259700221279,0.9547234557376258,0.8162014877722187,0.9951239746728174,0.9235079488974447
73,40.0,0.9640096797833196,0.7561621057322352,0.7403641059964114,0.7935576354212573,1.0123224199150063,0.9717317279129183,1.0451681726196282,0.9115295390564685,1.071886168308449,0.9703338265832301,0.923924068108588,0.8716077339613065,1.0266616520513194,1.0794877522190482
74,40.5,1.0301220376538711,0.8531354162254706,0.7717643917956479,0.8790247542661467,0.9152112184211892,0.8924424257418425,0.9556006799930867,1.0279652884793098,0.9346625035009967,0.9744927106037093,0.9435254948449703,0.8098405359942548,0.9996181057794843,0.9351268608152504
75,41.0,0.9546509287674105,0.7308531918128066,0.7738086005407159,0.8297715950205512,0.9693748736170933,0.8929359522395149,1.0197864808821178,1.0024580963150327,0.9119576057773778,0.9494509252534407,0.9173432474629998,0.7502983757630349,1.0275541795856393,0.9719483802394471
